file_name,relative_path,extension,size_mb,kind,encoding,sep,columns,note
FCT_WRN_20260519214350.csv,data\raw\_inbox\FCT_WRN_20260519214350.csv,.csv,0.023,csv,cp949,",",발표시간 | 지역 | 발효시각 | 해당지역 | 내용,
META_관측지점정보_20260519212609.csv,data\raw\_inbox\META_관측지점정보_20260519212609.csv,.csv,0.0,csv,cp949,",",지점 | 시작일 | 종료일 | 지점명 | 지점주소 | 관리관서 | 위도 | 경도 | 노장해발고도(m) | 기압계(관측장비지상높이(m)) | 기온계(관측장비지상높이(m)) | 풍속계(관측장비지상높이(m)) | 강우계(관측장비지상높이(m)),
OBS_ASOS_DD_20260519212046.csv,data\raw\_inbox\OBS_ASOS_DD_20260519212046.csv,.csv,0.093,csv,cp949,",",지점 | 지점명 | 일시 | 평균기온(°C) | 최저기온(°C) | 최저기온 시각(hhmi) | 최고기온(°C) | 최고기온 시각(hhmi) | 강수 계속시간(hr) | 10분 최다 강수량(mm) | 10분 최다강수량 시각(hhmi) | 1시간 최다강수량(mm) | 1시간 최다 강수량 시각(hhmi) | 일강수량(mm) | 최대 순간 풍속(m/s) | 최대 순간 풍속 풍향(16방위) | 최대 순간풍속 시각(hhmi) | 최대 풍속(m/s) | 최대 풍속 풍향(16방위) | 최대 풍속 시각(hhmi) | 평균 풍속(m/s) | 풍정합(100m) | 최다풍향(16방위) | 평균 이슬점온도(°C) | 최소 상대습도(%) | 최소 상대습도 시각(hhmi) | 평균 상대습도(%) | 평균 증기압(hPa) | 평균 현지기압(hPa) | 최고 해면기압(hPa) | 최고 해면기압 시각(hhmi) | 최저 해면기압(hPa) | 최저 해면기압 시각(hhmi) | 평균 해면기압(hPa) | 가조시간(hr) | 합계 일조시간(hr) | 1시간 최다일사 시각(hhmi) | 1시간 최다일사량(MJ/m2) | 합계 일사량(MJ/m2) | 일 최심신적설(cm) | 일 최심신적설 시각(hhmi) | 일 최심적설(cm) | 일 최심적설 시각(hhmi) | 합계 3시간 신적설(cm) | 평균 전운량(1/10) | 평균 중하층운량(1/10) | 평균 지면온도(°C) | 최저 초상온도(°C) | 평균 5cm 지중온도(°C) | 평균 10cm 지중온도(°C) | 평균 20cm 지중온도(°C) | 평균 30cm 지중온도(°C) | 0.5m 지중온도(°C) | 1.0m 지중온도(°C) | 1.5m 지중온도(°C) | 3.0m 지중온도(°C) | 5.0m 지중온도(°C) | 합계 대형증발량(mm) | 합계 소형증발량(mm) | 9-9강수(mm) | 기사 | 안개 계속시간(hr),
OBS_ASOS_TIM_20260519211904.csv,data\raw\_inbox\OBS_ASOS_TIM_20260519211904.csv,.csv,1.07,csv,cp949,",",지점 | 지점명 | 일시 | 기온(°C) | 기온 QC플래그 | 강수량(mm) | 강수량 QC플래그 | 풍속(m/s) | 풍속 QC플래그 | 풍향(16방위) | 풍향 QC플래그 | 습도(%) | 습도 QC플래그 | 증기압(hPa) | 이슬점온도(°C) | 현지기압(hPa) | 현지기압 QC플래그 | 해면기압(hPa) | 해면기압 QC플래그 | 일조(hr) | 일조 QC플래그 | 일사(MJ/m2) | 일사 QC플래그 | 적설(cm) | 3시간신적설(cm) | 전운량(10분위) | 중하층운량(10분위) | 운형(운형약어) | 최저운고(100m ) | 시정(10m) | 지면상태(지면상태코드) | 현상번호(국내식) | 지면온도(°C) | 지면온도 QC플래그 | 5cm 지중온도(°C) | 10cm 지중온도(°C) | 20cm 지중온도(°C) | 30cm 지중온도(°C),
OBS_AWS_TIM_20260519211355.csv,data\raw\_inbox\OBS_AWS_TIM_20260519211355.csv,.csv,3.454,csv,cp949,",",지점 | 지점명 | 일시 | 기온(°C) | 풍향(deg) | 풍속(m/s) | 강수량(mm) | 현지기압(hPa) | 해면기압(hPa) | 습도(%),
