pole_id,lon,lat,x_5179,y_5179,grid_ix,grid_iy,grid_id,pole_count,pole_density,grid_final_risk_score,grid_final_risk_score_100,grid_final_risk_grade,risk_mean,risk_max,risk_p95,risk_p90,high_day_count,very_high_day_count,high_day_ratio,peak_date,peak_grid_risk_score_100,peak_dry_weather_score,peak_wind_score,peak_asset_exposure_score,peak_warning_score,peak_temp_max,peak_humidity_min,peak_rain_sum,peak_rain_sum_7d,peak_wind_max,peak_wind_max_7d,peak_no_rain_days,peak_dry_warning_flag,peak_strong_wind_warning_flag,pole_risk_score,pole_risk_score_100,pole_risk_rank,pole_risk_percentile
1326413,128.4217044746595,38.08931348294255,1080825.7892814397,2010310.6592908255,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,41,2.954250193287223e-05
1326414,128.42170998624707,38.08892602721048,1080826.6992819537,2010267.6730726326,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,42,3.026305076050326e-05
1326415,128.4222030215645,38.08887425207709,1080869.992539045,2010262.3574638679,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,43,3.098359958813429e-05
1326416,128.42270134466756,38.08910847529059,1080913.4342839364,2010288.7802772857,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,44,3.170414841576532e-05
1326417,128.42323164360118,38.089220101947355,1080959.8150490075,2010301.6282268,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,45,3.242469724339635e-05
1326418,128.42367120124229,38.08924941417784,1080998.3290939312,2010305.2639139474,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,46,3.314524607102738e-05
1326435,128.42154338467705,38.08874662460599,1080812.286856526,2010247.6220729018,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,47,3.386579489865841e-05
1326436,128.42135145164485,38.08914415429633,1080795.0178596354,2010291.5638675382,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,48,3.458634372628944e-05
1326437,128.42165691616387,38.08948944305234,1080821.4249523429,2010330.1419479204,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,49,3.530689255392047e-05
1326438,128.42148864648647,38.089892011428894,1080806.2256227273,2010374.6633952335,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,50,3.60274413815515e-05
1326439,128.421076218686,38.09014570299362,1080769.7794987673,2010402.4535283078,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,51,3.674799020918253e-05
1326440,128.4205428269217,38.09028158460726,1080722.8556039317,2010417.0668010176,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,52,3.746853903681356e-05
1326441,128.42000877212564,38.090401639823455,1080675.8911374034,2010429.9237122894,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,53,3.818908786444459e-05
1326442,128.41949213656457,38.0905420454514,1080630.4319965495,2010445.0540417721,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,54,3.890963669207562e-05
1326443,128.41905822063026,38.09082981320327,1080592.0650497794,2010476.607301124,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,55,3.963018551970665e-05
1326444,128.41857301695183,38.09097302504661,1080549.3595627097,2010492.0767257016,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,56,4.035073434733768e-05
1326445,128.41821124279963,38.091323845209054,1080517.2501756228,2010530.689029721,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,57,4.107128317496871e-05
1326446,128.41765854940786,38.09134623404088,1080468.7593615372,2010532.6941695558,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,58,4.1791832002599743e-05
1326447,128.41715319299843,38.091466130550096,1080424.3127549873,2010545.5597751152,1080,2010,1080_2010,86,86.0,0.6773260568458648,67.733,high,0.5706894495940584,0.7453633552768382,0.7347134350216546,0.7190316168398366,14,4,0.45161290322580644,2025-03-11,74.536,0.9174242424242424,1.0,0.6419682915357058,0.0,7.0,11.0,0.0,0.0,14.7,14.7,11,0,0,0.6773260568458648,67.733,59,4.251238083023077e-05
