grid_id,pole_count,pole_density,center_lon,center_lat,risk_mean,risk_max,risk_p95,risk_p90,risk_std,date_count,high_day_count,very_high_day_count,dry_weather_mean,wind_mean,asset_exposure_mean,warning_mean,high_day_ratio,very_high_day_ratio,grid_final_risk_score,grid_final_risk_score_100,peak_date,peak_grid_risk_score,peak_grid_risk_score_100,peak_dry_weather_score,peak_wind_score,peak_asset_exposure_score,peak_warning_score,peak_temp_max,peak_humidity_min,peak_rain_sum,peak_rain_sum_7d,peak_wind_max,peak_wind_max_7d,peak_no_rain_days,peak_dry_warning_flag,peak_strong_wind_warning_flag,grid_final_risk_grade,sw_lon,sw_lat,ne_lon,ne_lat
1129_1911,318,318.0,128.95910705621145,37.193317895929425,0.5448415093170408,0.74266765951908,0.7358557049646652,0.6572974119995901,0.108070999195314,31,11,3,0.5511608015640274,0.5796065480316844,0.889674023273231,0.010271646859083192,0.3548387096774194,0.0967741935483871,0.6619353504004609,66.194,2025-03-25,0.74266765951908,74.267,0.7799242424242425,1.0,0.889674023273231,0.018421052631578946,18.9,26.0,0.0,0.0,12.9,12.9,7,0,0,high,128.9533887189156,37.18888152342735,128.96482606238223,37.19775397468916
1086_1909,417,417.0,128.47446407371334,37.180268689180515,0.5613487457594207,0.7598036728835681,0.699901322007767,0.6796250217027238,0.09000025889386909,31,12,2,0.6116935483870968,0.5075588453674998,0.9412043401692225,0.010271646859083192,0.3870967741935484,0.06451612903225806,0.6618761747832063,66.188,2025-03-25,0.7598036728835681,75.98,0.8352272727272727,0.9388349514563107,0.9412043401692225,0.018421052631578946,22.5,18.0,0.0,0.0,11.5,11.5,7,0,0,high,128.46877451880778,37.17580844423332,128.48015429754375,37.184728647927706
1101_1913,404,404.0,128.64396174314874,37.214807911891064,0.5601440651008894,0.7585989922250368,0.6986966413492357,0.6784203410441925,0.0900002588938691,31,12,2,0.6116935483870968,0.5075588453674998,0.9351809368765663,0.010271646859083192,0.3870967741935484,0.06451612903225806,0.660791962190528,66.079,2025-03-25,0.7585989922250368,75.86,0.8352272727272727,0.9388349514563107,0.9351809368765663,0.018421052631578946,22.5,18.0,0.0,0.0,11.5,11.5,7,0,0,high,128.63825977789108,37.210356038086665,128.64966437832638,37.21925949655747
1123_1972,689,689.0,128.90175068814682,37.74380392340337,0.5505969602340128,0.729321704526099,0.70793770504909,0.6967160276381424,0.12533963804003392,31,14,3,0.5467741935483871,0.5213861431431819,1.0,0.010271646859083192,0.45161290322580644,0.0967741935483871,0.6583214757206993,65.832,2025-03-25,0.729321704526099,72.932,0.7268939393939394,0.9432038834951457,1.0,0.018421052631578946,20.3,39.0,0.0,0.0,11.6,11.6,7,0,0,high,128.89599250377574,37.739365964181886,128.90750955990563,37.748241584236546
1124_1967,621,621.0,128.9122419834943,37.69861550163474,0.5505969602340128,0.729321704526099,0.70793770504909,0.6967160276381424,0.12533963804003392,31,14,3,0.5467741935483871,0.5213861431431819,1.0,0.010271646859083192,0.45161290322580644,0.0967741935483871,0.6583214757206993,65.832,2025-03-25,0.729321704526099,72.932,0.7268939393939394,0.9432038834951457,1.0,0.018421052631578946,20.3,39.0,0.0,0.0,11.6,11.6,7,0,0,high,128.90648677267356,37.69417796447575,128.9179978801561,37.70305274070049
1124_1968,571,571.0,128.912412982139,37.70762611195909,0.5505969602340128,0.729321704526099,0.70793770504909,0.6967160276381424,0.12533963804003392,31,14,3,0.5467741935483871,0.5213861431431819,1.0,0.010271646859083192,0.45161290322580644,0.0967741935483871,0.6583214757206993,65.832,2025-03-25,0.729321704526099,72.932,0.7268939393939394,0.9432038834951457,1.0,0.018421052631578946,20.3,39.0,0.0,0.0,11.6,11.6,7,0,0,high,128.90665704738245,37.70318860392645,128.91816960304206,37.712063321804884
1122_1972,592,592.0,128.89040356140066,37.74393834629284,0.5505969602340128,0.729321704526099,0.70793770504909,0.6967160276381424,0.12533963804003392,31,14,3,0.5467741935483871,0.5213861431431819,1.0,0.010271646859083192,0.45161290322580644,0.0967741935483871,0.6583214757206993,65.832,2025-03-25,0.729321704526099,72.932,0.7268939393939394,0.9432038834951457,1.0,0.018421052631578946,20.3,39.0,0.0,0.0,11.6,11.6,7,0,0,high,128.8846460267184,37.739499819482454,128.89616178348848,37.74837657488813
1090_1999,450,450.0,128.530643211485,37.990977586378676,0.5643568842237522,0.7202070052557064,0.7083727694323547,0.7050852824092644,0.10822058342076968,31,14,5,0.5373655913978495,0.6269268800782611,0.9556909030809236,0.010271646859083192,0.45161290322580644,0.16129032258064516,0.6580355883081525,65.804,2025-03-24,0.7202070052557064,72.021,0.7515151515151515,0.9091142140285808,0.9556909030809236,0.007894736842105263,21.8,22.0,0.0,11.0,9.1,12.8,6,0,0,high,128.52488720137745,37.98652160721611,128.53639991782086,37.99543327038306
1128_1911,298,298.0,128.9478431141541,37.193456113827104,0.5423727116274424,0.7401988618294816,0.733386907275067,0.6548286143099917,0.108070999195314,31,10,3,0.5511608015640274,0.5796065480316844,0.8773300348252389,0.010271646859083192,0.3225806451612903,0.0967741935483871,0.6564876260282095,65.649,2025-03-25,0.7401988618294816,74.02,0.7799242424242425,1.0,0.8773300348252389,0.018421052631578946,18.9,26.0,0.0,0.0,12.9,12.9,7,0,0,high,128.942125407315,37.189019183740626,128.95356148988597,37.19789275034184
1113_1917,293,293.0,128.77978853493173,37.249471937497944,0.5417297013719378,0.739555851573977,0.7327438970195623,0.6541856040544871,0.10807099919531396,31,10,3,0.5511608015640274,0.5796065480316844,0.874114983547716,0.010271646859083192,0.3225806451612903,0.0967741935483871,0.6559089167982552,65.591,2025-03-25,0.739555851573977,73.956,0.7799242424242425,1.0,0.874114983547716,0.018421052631578946,18.9,26.0,0.0,0.0,12.9,12.9,7,0,0,high,128.7740761001264,37.245026824252975,128.78550164067005,37.25391675918183
1121_1911,285,285.0,128.86899340897497,37.19439366415585,0.540677783500295,0.7385039337023342,0.7316919791479195,0.6531336861828444,0.10807099919531395,31,10,3,0.5511608015640274,0.5796065480316844,0.8688553941895023,0.010271646859083192,0.3225806451612903,0.0967741935483871,0.6549621907137768,65.496,2025-03-25,0.7385039337023342,73.85,0.7799242424242425,1.0,0.8688553941895023,0.018421052631578946,18.9,26.0,0.0,0.0,12.9,12.9,7,0,0,high,128.86328012415174,37.18995283552896,128.8747073628126,37.19883420040584
1120_1912,284,284.0,128.8578903055672,37.20353490603452,0.5405442295825897,0.738370379784629,0.7315584252302143,0.6530001322651391,0.108070999195314,31,10,3,0.5511608015640274,0.5796065480316844,0.8681876246009762,0.010271646859083192,0.3225806451612903,0.0967741935483871,0.6548419921878421,65.484,2025-03-25,0.738370379784629,73.837,0.7799242424242425,1.0,0.8681876246009762,0.018421052631578946,18.9,26.0,0.0,0.0,12.9,12.9,7,0,0,high,128.85217694877159,37.199093549206346,128.86360433169156,37.207975970564505
1125_1971,557,557.0,128.92427203570173,37.73452129347397,0.549852614236681,0.7285773585287673,0.7071933590517583,0.6959716816408106,0.12533963804003392,31,13,3,0.5467741935483871,0.5213861431431819,0.9962782700133408,0.010271646859083192,0.41935483870967744,0.0967741935483871,0.6544257578714879,65.443,2025-03-25,0.7285773585287673,72.858,0.7268939393939394,0.9432038834951457,0.9962782700133408,0.018421052631578946,20.3,39.0,0.0,0.0,11.6,11.6,7,0,0,high,128.9185132784435,37.730084440593544,128.93003148000557,37.7389578477135
1106_1911,367,367.0,128.70001806917872,37.19622603534416,0.5564910915528902,0.7549460186770377,0.6950436678012366,0.6747673674961934,0.09000025889386909,31,11,2,0.6116935483870968,0.5075588453674998,0.9169160691365705,0.010271646859083192,0.3548387096774194,0.06451612903225806,0.654278479545716,65.428,2025-03-25,0.7549460186770377,75.495,0.8352272727272727,0.9388349514563107,0.9169160691365705,0.018421052631578946,22.5,18.0,0.0,0.0,11.5,11.5,7,0,0,high,128.69431431190895,37.191776879635384,128.70572249570046,37.200674901241236
1113_1916,276,276.0,128.77963613094457,37.240460135488846,0.5394586159097802,0.7372847661118194,0.7304728115574046,0.6519145185923295,0.10807099919531395,31,9,3,0.5511608015640274,0.5796065480316844,0.8627595562369279,0.010271646859083192,0.2903225806451613,0.0967741935483871,0.6506391334307006,65.064,2025-03-25,0.7372847661118194,73.728,0.7799242424242425,1.0,0.8627595562369279,0.018421052631578946,18.9,26.0,0.0,0.0,12.9,12.9,7,0,0,high,128.77392440068562,37.23601499538454,128.7853485318382,37.24490498412405
1120_1972,542,542.0,128.86770908313846,37.744203916159336,0.548813596146787,0.7275383404388733,0.7061543409618642,0.6949326635509168,0.12533963804003392,31,12,2,0.5467741935483871,0.5213861431431819,0.9910831795638715,0.010271646859083192,0.3870967741935484,0.06451612903225806,0.6502648351389704,65.026,2025-03-25,0.7275383404388733,72.754,0.7268939393939394,0.9432038834951457,0.9910831795638715,0.018421052631578946,20.3,39.0,0.0,0.0,11.6,11.6,7,0,0,high,128.86195284880526,37.73976425466645,128.87346600491256,37.748643279783586
1116_1915,272,272.0,128.81329474725905,37.23107815184483,0.538903993701763,0.7367301439038023,0.7299181893493876,0.6513598963843124,0.108070999195314,31,9,3,0.5511608015640274,0.5796065480316844,0.8599864451968424,0.010271646859083192,0.2903225806451613,0.0967741935483871,0.6501399734434852,65.014,2025-03-25,0.7367301439038023,73.673,0.7799242424242425,1.0,0.8599864451968424,0.018421052631578946,18.9,26.0,0.0,0.0,12.9,12.9,7,0,0,high,128.8075818132763,37.22663465293785,128.8190083515302,37.235521358861206
1124_1972,537,537.0,128.9130977391534,37.74366840857281,0.5484608683351437,0.72718561262723,0.7058016131502209,0.6945799357392733,0.12533963804003392,31,12,2,0.5467741935483871,0.5213861431431819,0.9893195405056546,0.010271646859083192,0.3870967741935484,0.06451612903225806,0.6499473801084914,64.995,2025-03-25,0.72718561262723,72.719,0.7268939393939394,0.9432038834951457,0.9893195405056546,0.018421052631578946,20.3,39.0,0.0,0.0,11.6,11.6,7,0,0,high,128.90733890541745,37.73923101710522,128.91885726025907,37.748105501478925
